"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"198475","경기도 용인시 수지구 동천동","869","0869","0000","우미이노스빌","전세","59.5492","202507","31","44,100","0","2","2004","손곡로 67","202508~202708","갱신","사용","42,000","0","아파트"
"198476","경기도 용인시 수지구 동천동","914","0914","0000","동천디이스트","월세","84.9110","202507","31","15,000","145","11","2007","동천로 64","202509~202709","갱신","-","15,000","130","아파트"
"198477","경기도 용인시 수지구 동천동","862","0862","0000","동천마을현대홈타운2차","전세","84.9750","202507","31","46,200","0","1","2002","동천로63번길 10","202507~202707","갱신","사용","44,000","0","아파트"
"198478","경기도 용인시 수지구 동천동","923","0923","0000","래미안이스트팰리스4단지","전세","149.6700","202507","31","80,000","0","5","2010","동천로153번길 6","202508~202708","갱신","사용","80,000","0","아파트"
"198479","경기도 용인시 수지구 풍덕천동","1180","1180","0000","진산마을삼성7차","전세","164.8040","202507","31","75,000","0","7","2002","진산로66번길 27","202606~202606","갱신","-","77,000","0","아파트"
"198480","경기도 용인시 수지구 상현동","1134","1134","0000","광교자이더클래스","전세","59.9020","202507","31","58,800","0","2","2012","광교마을로 62","202507~202707","갱신","사용","56,000","0","아파트"
"198481","경기도 용인시 수지구 상현동","1135","1135","0000","휴먼시아41단지","월세","46.9500","202507","31","7,727","13","24","2011","광교마을로 90","202506~202708","갱신","-","4,627","31","아파트"
"198482","경기도 용인시 수지구 죽전동","1329","1329","0000","성현마을우미이노스빌2차","전세","59.9534","202507","31","38,000","0","3","2004","죽전로 143","202511~202711","갱신","사용","36,500","0","아파트"
"198483","경기도 용인시 수지구 풍덕천동","663-1","0663","0001","수지삼성4차","월세","59.7600","202507","31","3,000","95","2","1994","수풍로 90","202509~202709","갱신","-","3,000","90","아파트"
"198484","경기도 용인시 수지구 풍덕천동","1209","1209","0000","e편한세상수지","월세","84.9640","202507","31","50,000","80","13","2017","포은대로313번길 7-10","202509~202709","신규","-","","","아파트"
"198485","경기도 용인시 수지구 성복동","789","0789","0000","성복역롯데캐슬골드타운","월세","84.9979","202507","31","20,000","225","24","2019","성복2로 10","202509~202709","신규","-","","","아파트"
"198486","경기도 용인시 수지구 죽전동","414","0414","0000","도담마을7단지뜨리에체","전세","59.9900","202507","31","35,550","0","14","1999","푸른솔로 49","202508~202708","갱신","사용","34,000","0","아파트"
"198487","경기도 용인시 수지구 성복동","819","0819","0000","성복역롯데캐슬클라시엘","전세","84.9100","202507","31","70,000","0","14","2021","성복1로 35","202507~202707","신규","-","","","아파트"
"198488","경기도 용인시 수지구 동천동","산151-2","0151","0002","더샵동천이스트포레","전세","84.9893","202507","31","60,000","0","19","2020","수풍로 89","202509~202709","신규","-","","","아파트"
"198489","경기도 용인시 수지구 동천동","859","0859","0000","동천마을현대홈타운1차","전세","84.9660","202507","31","60,000","0","1","2002","수지로 487","202510~202710","갱신","사용","60,000","0","아파트"
"198490","경기도 용인시 수지구 동천동","177-12","0177","0012","행림마을진로","전세","59.8700","202507","31","33,600","0","2","2000","고기로 11","202507~202707","갱신","-","32,000","0","아파트"
"198491","경기도 용인시 수지구 죽전동","941","0941","0000","벽산블루밍3단지","월세","84.8000","202507","31","15,000","150","15","1997","용구대로2801번길 17","-","-","-","","","아파트"
"198492","경기도 용인시 수지구 죽전동","1279","1279","0000","도담마을주공","월세","59.9900","202507","31","1,140","38","12","2005","죽전로27번길 60","202507~202709","갱신","-","3,140","32","아파트"
"198493","경기도 용인시 수지구 죽전동","952","0952","0000","벽산블루밍4단지","전세","84.8000","202507","31","46,000","0","4","1999","용구대로2801번길 41","202506~202706","갱신","-","40,175","0","아파트"
"198494","경기도 부천시 소사구 괴안동","산16-7","0016","0007","복사골","전세","41.4450","202507","31","8,000","0","3","1988","안곡로30번길 33","202507~202607","신규","-","","","아파트"
"198495","경기도 부천시 소사구 송내동","595","0595","0000","삼익3","월세","62.6400","202507","31","1,000","60","9","1979","심곡로14번길 45","202508~202708","신규","-","","","아파트"
"198496","경기도 부천시 소사구 송내동","387-2","0387","0002","SJ성진힐스","월세","49.6800","202507","31","2,000","80","3","2020","경인로92번길 21","202509~202709","신규","-","","","아파트"
"198497","경기도 안산시 단원구 고잔동","720","0720","0000","호수공원(대림1)","전세","87.1520","202507","31","38,000","0","4","2001","광덕서로 19","202508~202708","신규","-","","","아파트"
"198498","경기도 안산시 단원구 고잔동","728","0728","0000","푸르지오3차","전세","71.5500","202507","31","35,000","0","12","2003","광덕3로 201","202507~202709","신규","-","","","아파트"
"198499","경기도 안산시 단원구 고잔동","676-2","0676","0002","주공6","월세","39.7200","202507","31","500","40","5","1986","예술대학로 105","202508~202708","신규","-","","","아파트"
"198500","경기도 안산시 단원구 고잔동","728","0728","0000","푸르지오3차","전세","84.9600","202507","31","35,000","0","3","2003","광덕3로 201","202508~202708","갱신","-","31,500","0","아파트"
"198501","경기도 안산시 단원구 고잔동","766","0766","0000","주공그린빌8","전세","84.7000","202507","31","36,000","0","1","2001","광덕2로 241","202510~202710","신규","-","","","아파트"
"198502","경기도 안산시 단원구 고잔동","728","0728","0000","푸르지오3차","전세","84.9600","202507","31","28,350","0","1","2003","광덕3로 201","202507~202707","갱신","사용","27,000","0","아파트"
"198503","경기도 안산시 단원구 초지동","802","0802","0000","초지역메이저타운푸르지오파크단지","전세","59.9761","202507","31","34,000","0","23","2019","원초로 90","202510~202709","신규","-","","","아파트"
"198504","경기도 안산시 단원구 원시동","850","0850","0000","안산스마트허브경기행복주택","월세","21.8400","202507","31","3,088","5","11","2021","산단로 104","202508~202707","갱신","-","2,288","9","아파트"
