"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"3591","경상북도 구미시 옥계동","922","0922","0000","옥계우미린더스카이","월세","84.9490","202512","31","2,000","80","21","2015","산호대로 925","202601~202712","신규","-","","","아파트"
"3592","경상북도 구미시 옥계동","919","0919","0000","중흥S클래스에듀힐스","월세","84.9623","202512","31","1,500","100","5","2016","해마루공원로 80","202601~202801","신규","-","","","아파트"
"3593","경상북도 문경시 모전동","908","0908","0000","매봉마을2단지(임대)207-210동","월세","49.9500","202512","31","1,463","19","17","1998","매봉1길 35","202512~202601","신규","-","","","아파트"
"3594","경상북도 경산시 상방동","292","0292","0000","경산상방주공","월세","59.9900","202512","31","2,886","23","7","2006","남매로6길 7","202603~202802","갱신","-","2,802","23","아파트"
"3595","경상북도 포항시 남구 대도동","648-1","0648","0001","동해삼미","전세","84.3300","202512","31","8,640","0","5","1990","희망대로 795","202601~202801","신규","-","","","아파트"
"3596","경상북도 경산시 중산동","706","0706","0000","중산자이2단지","전세","117.9551","202512","31","53,000","0","12","2023","펜타힐즈1로 84","202604~202804","신규","-","","","아파트"
"3597","경상북도 경산시 중산동","36-2","0036","0002","옥산태왕ㆍ한라타운","월세","59.9900","202512","31","1,000","65","7","1996","대학로8길 32","202602~202802","신규","-","","","아파트"
"3598","경상북도 경산시 사동","148","0148","0000","경산사동사랑으로부영6차","전세","84.9902","202512","31","14,883","0","8","2013","백자로10길 11","202601~202701","갱신","-","14,883","0","아파트"
"3599","경상북도 경산시 상방동","292","0292","0000","경산상방주공","월세","46.6100","202512","31","1,752","13","12","2006","남매로6길 7","202601~202712","갱신","-","1,701","13","아파트"
"3600","경상북도 경산시 중방동","831-1","0831","0001","초원하이츠","월세","82.6400","202512","31","1,000","50","7","1989","중방로 32-1","202602~202802","신규","-","","","아파트"
"3601","경상북도 경주시 외동읍 모화리","1853","1853","0000","경주외동사랑으로부영1단지","전세","59.8444","202512","31","7,552","0","30","2018","산업로 1769","202602~202702","갱신","-","7,478","0","아파트"
"3602","경상북도 포항시 남구 대잠동","1036","1036","0000","포항자이아파트","월세","72.9179","202512","31","2,000","110","30","2018","상도남로 11","202602~202802","신규","-","","","아파트"
"3603","경상북도 문경시 흥덕동","631-1","0631","0001","푸른숲","월세","48.3100","202512","31","300","35","15","2008","돈달로 199","202602~202802","신규","-","","","아파트"
"3604","경상북도 경주시 외동읍 입실리","1398","1398","0000","경주외동삼부르네상스더테라스","월세","63.3641","202512","31","1,000","65","13","2025","외남로 1773-57","202601~202801","신규","-","","","아파트"
"3605","경상북도 영주시 가흥동","1620","1620","0000","영주가흥사랑으로부영","전세","84.9933","202512","31","17,145","0","2","2016","대동로 7","202601~202701","갱신","-","17,145","0","아파트"
"3606","경상북도 경산시 사동","670-1","0670","0001","부영(5차)그린마을","월세","59.9870","202512","31","8,000","8","4","2003","백양로 181","202602~202802","신규","-","","","아파트"
"3607","경상북도 경산시 정평동","276","0276","0000","정평역하늘채RIVERPARK","월세","74.9580","202512","31","2,000","100","9","2020","정평길 30","202602~202802","신규","-","","","아파트"
"3608","경상북도 경산시 중산동","624","0624","0000","펜타힐즈서한이다음","월세","72.8234","202512","31","2,000","90","29","2014","옥산로 217","202601~202801","신규","-","","","아파트"
"3609","경상북도 경산시 백천동","619","0619","0000","경산 삼도뷰엔빌W","전세","84.9688","202512","31","23,000","0","21","2018","경청로222길 34","202602~202802","신규","-","","","아파트"
"3610","경상북도 경산시 중산동","706","0706","0000","중산자이2단지","전세","117.9551","202512","31","53,000","0","12","2023","펜타힐즈1로 84","202603~202803","신규","-","","","아파트"
"3611","경상북도 예천군 호명읍 산합리","1398","1398","0000","경북도청신도시우방아이유쉘센트럴","월세","84.9578","202512","31","2,000","80","2","2017","행복로 229","202601~202801","신규","-","","","아파트"
"3612","경상북도 경주시 외동읍 모화리","1854","1854","0000","경주외동사랑으로부영2단지","전세","59.8444","202512","31","7,552","0","18","2018","산업로 1767","202603~202703","갱신","-","7,478","0","아파트"
"3613","경상북도 예천군 호명읍 산합리","1383","1383","0000","우방아이유쉘2차","전세","84.9428","202512","31","20,000","0","7","2016","행복로 230","202601~202801","갱신","-","16,000","0","아파트"
"3614","경상북도 예천군 호명읍 산합리","1398","1398","0000","경북도청신도시우방아이유쉘센트럴","월세","84.9983","202512","31","2,000","90","12","2017","행복로 229","202601~202801","신규","-","","","아파트"
"3615","경상북도 경주시 외동읍 모화리","1853","1853","0000","경주외동사랑으로부영1단지","전세","59.8444","202512","31","7,552","0","1","2018","산업로 1769","202601~202701","갱신","-","7,478","0","아파트"
