"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1","경기도 하남시 풍산동","559","0559","0000","미사강변브라운스톤엔에이치에프","전세","59.9800","202602","23","17,000","0","9","2018","미사강변동로 47","202602~202802","갱신","-","11,500","20","아파트"
"2","경기도 하남시 풍산동","627","0627","0000","하남힐즈파크푸르지오3단지","전세","98.9628","202602","23","63,000","0","18","2018","세미로1길 30","202602~202802","갱신","-","52,000","0","아파트"
"3","경기도 하남시 망월동","1062","1062","0000","미사강변 하우스디 더 레이크","전세","84.9600","202602","23","55,000","0","5","2016","미사강변대로 135","202603~202701","갱신","사용","55,000","0","아파트"
"4","경기도 하남시 신장동","528","0528","0000","백조현대","전세","49.9800","202602","23","25,300","0","15","1994","대청로 62","202602~202605","신규","-","","","아파트"
"5","경기도 하남시 풍산동","573","0573","0000","신안인스빌","전세","84.3282","202602","23","63,000","0","24","2019","미사강변동로 19","202605~202805","갱신","사용","60,000","0","아파트"
"6","경기도 하남시 망월동","938","0938","0000","미사강변트래지안","전세","51.6700","202602","23","43,000","0","15","2015","미사강변북로 130","202602~202802","갱신","사용","41,000","0","아파트"
"7","경기도 의왕시 내손동","846","0846","0000","의왕내손e편한세상","전세","84.7610","202602","23","60,000","0","19","2012","내손로 57","202603~202808","갱신","-","53,000","0","아파트"
"8","경기도 하남시 망월동","946","0946","0000","미사강변도시12단지","전세","74.9600","202602","23","61,000","0","9","2015","미사강변동로 177","202602~202802","신규","-","","","아파트"
"9","경기도 하남시 선동","445","0445","0000","미사강변리슈빌엔에이치에프","월세","84.9600","202602","23","20,424","38","12","2018","미사강변북로 25","202604~202803","갱신","-","10,785","80","아파트"
"10","경기도 하남시 망월동","949","0949","0000","미사강변도시13단지","월세","29.9500","202602","23","3,779","10","12","2015","아리수로 565","202603~202802","신규","-","","","아파트"
"11","경기도 하남시 망월동","949","0949","0000","미사강변도시13단지","월세","46.9000","202602","23","2,988","36","27","2015","아리수로 565","202603~202802","갱신","-","4,751","30","아파트"
"12","경기도 하남시 덕풍동","352-1","0352","0001","효천수리골마을","전세","78.4955","202602","23","29,000","0","7","2008","하남대로861번안길 15","202602~202802","신규","-","","","아파트"
"13","경기도 하남시 덕풍동","821","0821","0000","하남풍산참아름","월세","49.5922","202602","23","5,847","15","12","2009","덕풍동로 60","202603~202802","갱신","-","3,735","14","아파트"
"14","경기도 하남시 풍산동","470","0470","0000","미사강변동일하이빌","월세","74.9800","202602","23","53,000","60","3","2018","미사강변서로 85","202604~202804","신규","-","","","아파트"
"15","경기도 파주시 야당동","975","0975","0000","한빛마을3단지아이파크","월세","84.9920","202602","23","3,000","110","5","2004","한빛로 11","202604~202804","신규","-","","","아파트"
"16","경기도 파주시 다율동","1040","1040","0000","해오름마을11단지우미린(민간임대)","월세","59.9881","202602","23","14,400","19","20","2021","해올로 11","202604~202804","신규","-","","","아파트"
"17","경기도 파주시 다율동","1030","1030","0000","운정신도시한라비발디파크젠해오름마을13단지","전세","59.7800","202602","23","22,000","0","2","2024","장자울길 135","202602~202802","갱신","사용","21,000","0","아파트"
"18","경기도 하남시 감이동","457","0457","0000","감일스윗시티10단지","월세","74.9000","202602","23","19,513","41","11","2020","감일순환로 35","202604~202803","갱신","-","9,727","84","아파트"
"19","경기도 하남시 감이동","457","0457","0000","감일스윗시티10단지","월세","74.9000","202602","23","13,583","35","2","2020","감일순환로 35","202604~202803","갱신","-","13,583","34","아파트"
"20","경기도 하남시 감이동","457","0457","0000","감일스윗시티10단지","월세","84.8400","202602","23","12,060","96","13","2020","감일순환로 35","202604~202803","갱신","-","11,486","91","아파트"
"21","경기도 하남시 감이동","457","0457","0000","감일스윗시티10단지","월세","84.8400","202602","23","22,460","44","18","2020","감일순환로 35","202604~202803","갱신","-","11,486","91","아파트"
"22","경기도 파주시 금촌동","922","0922","0000","주공(922-0)","월세","39.9900","202602","23","1,000","60","9","1997","한마음1길 25","202603~202803","신규","-","","","아파트"
"23","경기도 파주시 금촌동","922","0922","0000","주공(922-0)","전세","59.9800","202602","23","13,950","0","1","1997","한마음1길 25","202604~202804","갱신","-","14,175","0","아파트"
"24","경기도 하남시 감이동","457","0457","0000","감일스윗시티10단지","월세","84.9500","202602","23","22,460","44","12","2020","감일순환로 35","202604~202803","갱신","-","21,886","39","아파트"
"25","경기도 하남시 감이동","457","0457","0000","감일스윗시티10단지","월세","84.9500","202602","23","22,960","41","20","2020","감일순환로 35","202604~202803","갱신","-","11,486","91","아파트"
"26","경기도 하남시 감이동","457","0457","0000","감일스윗시티10단지","월세","84.8400","202602","23","22,460","44","20","2020","감일순환로 35","202604~202803","갱신","-","21,886","35","아파트"
"27","경기도 김포시 풍무동","748","0748","0000","당곡마을(월드메르디앙)","전세","79.9966","202602","23","23,100","0","14","2002","풍무로69번길 51","202603~202803","갱신","사용","22,000","0","아파트"
"28","경기도 김포시 걸포동","1558","1558","0000","오스타파라곤1단지","전세","84.9900","202602","23","31,000","0","2","2010","걸포1로 11","202604~202804","신규","-","","","아파트"
