"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"10668","경상북도 청도군 청도읍 고수리","630","0630","0000","성조타운(102동)","월세","38.7600","202509","30","200","25","1","1995","고수산복길 86","202510~202710","신규","-","","","아파트"
"10669","경상북도 경산시 진량읍 양기리","403-3","0403","0003","초원장미타운","월세","59.8800","202509","30","500","30","15","1996","초원길 53-4","202509~202609","신규","-","","","아파트"
"10670","경상북도 경산시 하양읍 동서리","1220","1220","0000","하양코아루3차","전세","59.9062","202509","30","15,000","0","3","2017","하양로37길 33","202510~202710","신규","-","","","아파트"
"10671","경상북도 경산시 하양읍 금락리","391-1","0391","0001","하양금락우방(4차)","월세","43.2600","202509","30","500","40","9","1997","대학로298길 19-3","202509~202609","신규","-","","","아파트"
"10672","경상북도 경산시 하양읍 금락리","391-1","0391","0001","하양금락우방(4차)","월세","43.2600","202509","30","500","40","8","1997","대학로298길 19-3","202510~202710","신규","-","","","아파트"
"10673","경상북도 경산시 압량읍 신대리","703","0703","0000","경산푸르지오","월세","62.9920","202509","30","10,676","12","16","2015","압독4로 12","-","-","-","","","아파트"
"10674","경상북도 구미시 산동읍 신당리","1790","1790","0000","쌍용예가더파크","전세","84.9823","202509","30","26,500","0","8","2019","신당4로 56","202510~202710","신규","-","","","아파트"
"10675","경상북도 경산시 압량읍 신대리","703","0703","0000","경산푸르지오","전세","62.9920","202509","30","10,676","0","16","2015","압독4로 12","202510~202712","신규","-","","","아파트"
"10676","경상북도 구미시 산동읍 신당리","1474","1474","0000","구미호반베르디움엘리트시티","월세","59.1994","202509","30","44,215","61","1","2019","해마루공원로 115","202509~202907","신규","-","","","아파트"
"10677","경상북도 경산시 진량읍 봉회리","81-4","0081","0004","경산2차삼주봉황타운","전세","59.2600","202509","30","7,000","0","10","1996","봉황길 36","202511~202711","신규","-","","","아파트"
"10678","경상북도 경산시 하양읍 동서리","740-1","0740","0001","하양청구2차","전세","60.0000","202509","30","8,500","0","8","2001","하양로 202-8","202511~202711","신규","-","","","아파트"
"10679","경상북도 경산시 압량읍 신대리","486","0486","0000","부영사랑으로2차","월세","59.9605","202509","30","8,331","11","5","2011","압독2로 59","202510~202712","신규","-","","","아파트"
"10680","경상북도 경산시 하양읍 서사리","351","0351","0000","경산하양우미린더센트럴","전세","84.9644","202509","30","21,000","0","6","2021","서사도리로 70","202511~202711","신규","-","","","아파트"
"10681","경상북도 경산시 하양읍 서사리","281","0281","0000","경산하양금호어울림","전세","59.9300","202509","30","14,700","0","14","2022","서사도리로 31","202510~202710","갱신","사용","14,000","0","아파트"
"10682","경상북도 경산시 진량읍 신상리","205-1","0205","0001","보국웰리치","전세","84.4900","202509","30","16,000","0","8","2005","해든길 11","202512~202712","갱신","-","16,000","0","아파트"
"10683","경상북도 경산시 하양읍 서사리","286","0286","0000","경산하양우미린에코포레","월세","84.8722","202509","30","6,900","20","17","2022","서사도리로 71","202511~202711","신규","-","","","아파트"
"10684","경상북도 경산시 하양읍 서사리","281","0281","0000","경산하양금호어울림","전세","59.9300","202509","30","13,650","0","13","2022","서사도리로 31","202510~202710","갱신","사용","13,000","0","아파트"
"10685","경상북도 경산시 압량읍 신대리","709","0709","0000","이편한세상경산신대아파트","월세","59.9764","202509","30","12,060","16","20","2015","압독로 38-10","202510~202712","신규","-","","","아파트"
"10686","경상북도 경산시 압량읍 신대리","703","0703","0000","경산푸르지오","월세","62.9920","202509","30","11,919","13","10","2015","압독4로 12","-","-","-","","","아파트"
"10687","경상북도 포항시 북구 두호동","1022","1022","0000","두호SK뷰푸르지오1단지","전세","84.9900","202509","30","28,000","0","5","2020","두호로 66","202601~202801","신규","-","","","아파트"
"10688","경상북도 포항시 북구 흥해읍 학천리","863","0863","0000","한화포레나포항2차","전세","84.9151","202509","30","19,000","0","20","2024","성곡서로25번길 47","202510~202710","신규","-","","","아파트"
"10689","경상북도 김천시 덕곡동","767","0767","0000","주공","월세","59.8800","202509","30","908","20","8","2006","무실7길 38","202511~202710","갱신","-","843","20","아파트"
"10690","경상북도 포항시 북구 양덕동","467-1","0467","0001","양덕삼구트리니엔2차","전세","65.3959","202509","30","18,000","0","10","2014","장량중앙로 40","202510~202705","갱신","-","19,000","0","아파트"
"10691","경상북도 안동시 용상동","600","0600","0000","현대2","전세","134.4380","202509","30","16,500","0","4","1994","길주길 101-12","202510~202710","신규","-","","","아파트"
"10692","경상북도 포항시 남구 오천읍 원리","892","0892","0000","부영사랑으로2차","월세","59.9870","202509","30","8,220","5","3","2008","남원로 85","202510~202610","갱신","-","0","5","아파트"
"10693","경상북도 포항시 남구 오천읍 원리","892","0892","0000","부영사랑으로2차","전세","84.9106","202509","30","11,509","0","4","2008","남원로 85","202510~202610","갱신","-","11,509","0","아파트"
"10694","경상북도 포항시 북구 흥해읍 학천리","863","0863","0000","한화포레나포항2차","전세","84.9151","202509","30","19,000","0","24","2024","성곡서로25번길 47","202512~202712","신규","-","","","아파트"
"10695","경상북도 포항시 남구 연일읍 유강리","593-2","0593","0002","유강코아루1단지","전세","84.9930","202509","30","22,500","0","16","2007","유강길10번길 49","202512~202712","신규","-","","","아파트"
"10696","경상북도 포항시 북구 흥해읍 남성리","702","0702","0000","흥해서희스타힐스더캐슬","월세","59.9558","202509","30","1,000","65","14","2023","남옥로 20","202511~202612","신규","-","","","아파트"
"10697","경상북도 포항시 북구 흥해읍 남성리","702","0702","0000","흥해서희스타힐스더캐슬","월세","59.9558","202509","30","1,000","70","21","2023","남옥로 20","202510~202710","신규","-","","","아파트"
