"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"11801","대전광역시 유성구 지족동","1033","1033","0000","노은해랑숲마을5단지","월세","74.9600","202509","30","2,000","90","7","2014","지족로 240","202510~202710","신규","-","","","아파트"
"11802","대전광역시 유성구 원내동","383","0383","0000","진잠타운","전세","39.8400","202509","30","9,500","0","10","1995","진잠로42번길 88","202510~202710","신규","-","","","아파트"
"11803","대전광역시 유성구 둔곡동","430","0430","0000","유성둔곡지구A1BL서한이다음","월세","59.9696","202509","30","3,000","70","14","2022","과학성장로 77","202510~202710","갱신","사용","3,000","65","아파트"
"11804","대전광역시 유성구 상대동","464","0464","0000","트리풀시티(5단지)","전세","84.8900","202509","30","38,000","0","6","2014","상대로 16","202509~202709","갱신","-","32,000","0","아파트"
"11805","대전광역시 유성구 학하동","787","0787","0000","학하리슈빌포레","월세","84.9881","202509","30","9,380","38","7","2022","학하남로90번길 76","202510~202710","신규","-","","","아파트"
"11806","대전광역시 유성구 용산동","733","0733","0000","대전용산1BL호반써밋그랜드파크","전세","84.9769","202509","30","42,000","0","11","2023","용성로 20","202512~202712","신규","-","","","아파트"
"11807","대전광역시 대덕구 대화동","31-36","0031","0036","두레","월세","32.3658","202509","30","500","30","14","2001","대화1길 77","202512~202712","신규","-","","","아파트"
"11808","대전광역시 유성구 지족동","1033","1033","0000","노은해랑숲마을5단지","월세","74.9600","202509","30","2,000","90","7","2014","지족로 240","202510~202710","신규","-","","","아파트"
"11809","대전광역시 유성구 지족동","1040","1040","0000","노은3지구1단지","월세","33.4200","202509","30","1,305","17","8","2015","지족로190번길 15","202511~202710","갱신","-","1,267","16","아파트"
"11810","대전광역시 유성구 송강동","8-2","0008","0002","청솔신호","월세","59.2925","202509","30","1,000","50","14","1995","송강로42번길 61","202509~202709","신규","-","","","아파트"
"11811","대전광역시 유성구 송강동","8-2","0008","0002","청솔뉴서울","전세","59.2925","202509","30","13,200","0","12","1995","송강로42번길 61","202510~202710","갱신","사용","13,500","0","아파트"
"11812","대전광역시 유성구 송강동","10-3","0010","0003","송강마을2","월세","49.5000","202509","30","10,000","20","13","1994","봉산로 39","202510~202710","신규","-","","","아파트"
"11813","대전광역시 유성구 송강동","200-1","0200","0001","한솔아파트","월세","58.7400","202509","30","2,000","51","8","1995","송강로 15","202509~202709","갱신","사용","2,000","48","아파트"
