"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1","강원특별자치도 원주시 단구동","1679","1679","0000","청솔3차","전세","58.6500","202602","23","9,000","0","2","2000","단구로 406","202603~202803","신규","-","","","아파트"
"2","강원특별자치도 원주시 단구동","1588-4","1588","0004","청솔2차","전세","58.6500","202602","23","9,450","0","10","2000","단구로 408","202604~202804","신규","-","","","아파트"
"3","강원특별자치도 원주시 반곡동","1818-5","1818","0005","푸른숨엘에이치10단지","월세","46.7300","202602","23","2,364","27","3","2015","혁신로 350","202603~202802","갱신","-","0","26","아파트"
"4","강원특별자치도 춘천시 석사동","893","0893","0000","석사동현진에버빌1차","전세","84.9990","202602","23","29,925","0","2","2004","지석로 97","202602~202802","갱신","-","29,925","0","아파트"
"5","강원특별자치도 원주시 단계동","808","0808","0000","단계삼익","전세","84.7500","202602","23","14,000","0","1","1993","봉화로 74","202605~202805","신규","-","","","아파트"
"6","강원특별자치도 원주시 반곡동","1964-3","1964","0003","원주혁신도시8단지사랑으로부영아파트","전세","84.9933","202602","23","17,711","0","18","2015","양지로 160","202603~202703","갱신","-","17,330","0","아파트"
"7","강원특별자치도 원주시 반곡동","1964-3","1964","0003","원주혁신도시8단지사랑으로부영아파트","전세","84.9933","202602","23","17,711","0","10","2015","양지로 160","202603~202703","갱신","-","17,330","0","아파트"
"8","강원특별자치도 원주시 단계동","1168-1","1168","0001","메이플밸리부영","전세","59.8818","202602","23","12,479","0","19","2019","봉화서부로 26","202602~202702","갱신","-","12,223","0","아파트"
"9","강원특별자치도 원주시 반곡동","1964-3","1964","0003","원주혁신도시8단지사랑으로부영아파트","전세","84.9933","202602","23","17,711","0","20","2015","양지로 160","202602~202702","갱신","-","17,330","0","아파트"
"10","강원특별자치도 원주시 반곡동","1964-3","1964","0003","원주혁신도시8단지사랑으로부영아파트","전세","84.9933","202602","23","17,711","0","4","2015","양지로 160","202603~202703","갱신","-","17,330","0","아파트"
"11","강원특별자치도 원주시 단구동","1588-4","1588","0004","청솔2차","전세","58.6500","202602","23","10,000","0","8","2000","단구로 408","202603~202803","신규","-","","","아파트"
"12","강원특별자치도 원주시 반곡동","2049-8","2049","0008","원주혁신도시1단지사랑으로부영아파트","전세","84.9933","202602","23","18,084","0","15","2015","배울로 49","202602~202702","갱신","-","17,747","0","아파트"
"13","강원특별자치도 원주시 반곡동","2049-8","2049","0008","원주혁신도시1단지사랑으로부영아파트","전세","84.9933","202602","23","16,275","0","16","2015","배울로 49","202602~202702","갱신","-","15,972","0","아파트"
"14","강원특별자치도 원주시 반곡동","2049-8","2049","0008","원주혁신도시1단지사랑으로부영아파트","전세","84.9933","202602","23","18,084","0","8","2015","배울로 49","202603~202702","갱신","-","17,747","0","아파트"
"15","강원특별자치도 춘천시 퇴계동","1235","1235","0000","춘천퇴계 세영리첼아파트","전세","72.7940","202602","23","27,500","0","9","2018","김유정로 1866","202602~202802","갱신","사용","26,500","0","아파트"
"16","강원특별자치도 춘천시 후평동","916","0916","0000","춘천후평행복주택","월세","21.7400","202602","23","3,197","7","10","2023","삭주로145번길 15","202603~202802","갱신","-","3,157","6","아파트"
"17","강원특별자치도 춘천시 후평동","912","0912","0000","춘천후평우미린뉴시티","월세","77.7520","202602","23","2,000","110","5","2021","보안길 36","202603~202803","신규","-","","","아파트"
"18","강원특별자치도 원주시 반곡동","1964-3","1964","0003","원주혁신도시8단지사랑으로부영아파트","전세","84.9933","202602","23","17,711","0","1","2015","양지로 160","202602~202702","갱신","-","17,330","0","아파트"
"19","강원특별자치도 원주시 반곡동","1964-3","1964","0003","원주혁신도시8단지사랑으로부영아파트","전세","84.9933","202602","23","17,711","0","19","2015","양지로 160","202603~202703","갱신","-","17,330","0","아파트"
"20","강원특별자치도 원주시 문막읍 동화리","1536-1","1536","0001","부영","전세","48.8660","202602","23","5,287","0","3","2000","왕건로 80","202603~202703","갱신","-","5,179","0","아파트"
"21","강원특별자치도 동해시 쇄운동","8","0008","0000","부영","전세","49.8960","202602","23","6,123","0","9","2000","청운1길 30","202602~202702","갱신","-","5,992","0","아파트"
"22","강원특별자치도 태백시 황지동","849","0849","0000","태백포레스트애시앙2단지","전세","59.9515","202602","23","13,770","0","15","2023","고원로 119","202603~202703","갱신","-","13,500","0","아파트"
"23","강원특별자치도 태백시 황지동","849","0849","0000","태백포레스트애시앙2단지","전세","59.9515","202602","23","13,770","0","15","2023","고원로 119","202602~202702","갱신","-","13,500","0","아파트"
"24","강원특별자치도 태백시 황지동","848","0848","0000","태백포레스트애시앙1단지","전세","59.9515","202602","23","13,770","0","10","2023","태붐로 54","202602~202702","갱신","-","13,500","0","아파트"
"25","강원특별자치도 삼척시 교동","659","0659","0000","우평아트리움","월세","37.5500","202602","23","300","53","2","2014","대학로 83","202602~202702","신규","-","","","아파트"
"26","강원특별자치도 동해시 쇄운동","8","0008","0000","부영","전세","49.8960","202602","23","6,123","0","11","2000","청운1길 16","202603~202703","갱신","사용","5,992","0","아파트"
"27","강원특별자치도 춘천시 동면 장학리","993","0993","0000","춘천장학사랑으로부영","전세","84.9933","202602","23","22,515","0","5","2015","소양강로 104","202602~202702","신규","-","","","아파트"
"28","강원특별자치도 동해시 쇄운동","8","0008","0000","부영","월세","49.8960","202602","23","3,006","28","1","2000","청운1길 30","202602~202702","갱신","-","2,942","27","아파트"
"29","강원특별자치도 동해시 쇄운동","8","0008","0000","부영","전세","59.9330","202602","23","7,145","0","9","2000","청운1길 30","202602~202702","신규","-","","","아파트"
