"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"9191","광주광역시 남구 주월동","543-9","0543","0009","주월동마이다스빌101동","월세","40.1190","202509","30","7,900","1","9","1999","회재로1156번길 13","202511~202711","갱신","-","7,900","0","아파트"
"9192","광주광역시 서구 치평동","1166-2","1166","0002","금호대우","전세","59.9400","202509","30","16,500","0","15","1998","치평로 107","202510~202710","신규","-","","","아파트"
"9193","광주광역시 서구 치평동","1218","1218","0000","상무지구리채시티","월세","20.0778","202509","30","300","35","12","2014","시청로 71","202510~202609","신규","-","","","아파트"
"9194","광주광역시 동구 월남동","638","0638","0000","월남호반베르디움2차","전세","59.9816","202509","30","19,000","0","12","2016","남문로 307","202511~202711","신규","-","","","아파트"
"9195","광주광역시 동구 선교동","487","0487","0000","광주선교지구1차우방아이유쉘아파트","전세","47.1254","202509","30","14,000","0","3","2023","선교로 38-30","202511~202711","신규","-","","","아파트"
"9196","광주광역시 동구 선교동","487","0487","0000","광주선교지구1차우방아이유쉘아파트","전세","47.1254","202509","30","14,000","0","19","2023","선교로 38-30","202510~202710","신규","-","","","아파트"
"9197","광주광역시 동구 용산동","662","0662","0000","광주용산지구2BL계룡리슈빌더포레스트아파트","전세","84.9717","202509","30","35,000","0","9","2019","용산1길 2","202511~202711","신규","-","","","아파트"
"9198","광주광역시 동구 계림동","1869","1869","0000","계림아이파크에스케이뷰","전세","39.9110","202509","30","20,500","0","23","2022","필문대로 70","202509~202709","갱신","-","20,500","0","아파트"
"9199","광주광역시 동구 계림동","100-1","0100","0001","금호","월세","84.9300","202509","30","7,000","50","10","1996","필문대로 12-7","202510~202710","신규","-","","","아파트"
"9200","광주광역시 동구 계림동","1845","1845","0000","두산위브3차(두산위브더파크)","전세","39.9452","202509","30","17,000","0","18","2021","중앙로290번길 16","202511~202711","신규","-","","","아파트"
"9201","광주광역시 북구 임동","887","0887","0000","S-클래스더제니스","월세","76.8906","202509","30","3,000","130","35","2024","천변우로 227","202511~202611","신규","-","","","아파트"
"9202","광주광역시 동구 산수동","730","0730","0000","명지로드힐포레","월세","74.1309","202509","30","3,000","70","5","2021","밤실로90번길 20","202510~202710","신규","-","","","아파트"
"9203","광주광역시 서구 광천동","895","0895","0000","e편한세상","전세","113.7384","202509","30","35,000","0","6","2010","화운로 278","202512~202712","신규","-","","","아파트"
"9204","광주광역시 서구 광천동","895","0895","0000","e편한세상","전세","113.7384","202509","30","35,000","0","6","2010","화운로 278","202512~202712","신규","-","","","아파트"
"9205","광주광역시 남구 월산동","1070","1070","0000","남구진아리채리센츠","월세","84.8989","202509","30","1,000","110","10","2024","서동로 39","202510~202710","신규","-","","","아파트"
"9206","광주광역시 남구 월산동","1070","1070","0000","남구진아리채리센츠","월세","84.7630","202509","30","1,000","110","14","2024","서동로 39","202510~202710","신규","-","","","아파트"
"9207","광주광역시 남구 월산동","326-20","0326","0020","더퍼스트데시앙","월세","74.9924","202509","30","3,000","95","7","2025","덕림중앙3길 8","202511~202711","신규","-","","","아파트"
"9208","광주광역시 남구 월산동","326-20","0326","0020","더퍼스트데시앙","전세","84.9271","202509","30","20,000","0","7","2025","덕림중앙3길 8","202511~202711","신규","-","","","아파트"
"9209","광주광역시 남구 봉선동","1147","1147","0000","봉선이지더원2단지","전세","59.7827","202509","30","20,000","0","8","2012","봉선로 55","202509~202709","신규","-","","","아파트"
"9210","광주광역시 남구 봉선동","1076","1076","0000","포스코더샵","전세","59.8900","202509","30","28,000","0","15","2004","효사랑길 14","202510~202710","신규","-","","","아파트"
"9211","광주광역시 남구 임암동","730","0730","0000","효천1지구중흥에스클래스리버티","월세","59.6137","202509","30","5,181","31","7","2019","효천중앙로 21","202511~202711","갱신","-","5,181","31","아파트"
"9212","광주광역시 남구 임암동","730","0730","0000","효천1지구중흥에스클래스리버티","월세","59.6137","202509","30","8,290","23","7","2019","효천중앙로 21","202511~202711","갱신","-","8,290","23","아파트"
"9213","광주광역시 남구 임암동","730","0730","0000","효천1지구중흥에스클래스리버티","월세","59.6137","202509","30","5,181","30","3","2019","효천중앙로 21","202511~202711","갱신","-","5,181","30","아파트"
"9214","광주광역시 남구 임암동","881","0881","0000","효천1중흥에스-클래스에코시티","전세","84.9772","202509","30","31,000","0","5","2019","효천2로 12","202510~202710","갱신","-","31,000","0","아파트"
"9215","광주광역시 동구 학동","1022","1022","0000","무등산아이파크","전세","84.8412","202509","30","35,000","0","3","2017","남문로753번길 20","202512~202712","갱신","-","35,000","0","아파트"
"9216","광주광역시 동구 학동","750-1","0750","0001","삼익세라믹","월세","76.9000","202509","30","3,000","60","8","1989","남문로 676","202510~202710","신규","-","","","아파트"
"9217","광주광역시 서구 쌍촌동","1337","1337","0000","우미아트빌2","전세","59.8276","202509","30","20,000","0","14","2002","상무민주로 120","202510~202710","신규","-","","","아파트"
"9218","광주광역시 북구 임동","14-2","0014","0002","국제미소래","전세","49.5254","202509","30","8,730","0","5","2014","중가로3번길 25","202511~202611","신규","-","","","아파트"
"9219","광주광역시 서구 풍암동","1127","1127","0000","주은모아","월세","59.7000","202509","30","2,000","60","12","2000","풍암2로 36","202511~202711","신규","-","","","아파트"
"9220","광주광역시 서구 풍암동","1053","1053","0000","한신","월세","39.3100","202509","30","1,000","35","4","2000","풍암순환로 38","202510~202710","신규","-","","","아파트"
"9221","광주광역시 서구 풍암동","1127","1127","0000","주은모아","월세","59.7000","202509","30","2,000","60","12","2000","풍암2로 36","202511~202711","신규","-","","","아파트"
"9222","광주광역시 남구 진월동","215-1","0215","0001","진아하이빌2차","전세","84.3979","202509","30","19,000","0","13","2004","화산로 75","202511~202711","신규","-","","","아파트"
"9223","광주광역시 남구 진월동","392","0392","0000","금광하늘연가","월세","130.8746","202509","30","10,000","80","5","2005","서문대로663번안길 12","202512~202711","신규","-","","","아파트"
