"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1594","충청남도 당진시 읍내동","1687","1687","0000","당진아이파크","전세","59.9800","202601","31","22,000","0","2","2022","당진중앙2로 290","-","-","-","","","아파트"
"1595","충청남도 공주시 신관동","495-83","0495","0083","리버하임","월세","20.0417","202601","31","1,000","48","8","2013","금벽로 357-8","202602~202702","신규","-","","","아파트"
"1596","충청남도 공주시 신관동","336-9","0336","0009","덕성그린시티빌","월세","35.8560","202601","31","500","50","8","1999","관골2길 24-5","202602~202801","신규","-","","","아파트"
"1597","충청남도 천안시 서북구 신당동","705","0705","0000","e편한세상천안부성","전세","59.8520","202601","31","17,000","0","7","2018","천안대로 1287-1","202603~202803","신규","-","","","아파트"
"1598","충청남도 서산시 동문동","1000-4","1000","0004","코아루시티","월세","14.2300","202601","31","300","37","8","2018","안견로 271","202602~202701","신규","-","","","아파트"
"1599","충청남도 서산시 동문동","259-7","0259","0007","하트리움","월세","19.2300","202601","31","300","38","14","2015","중앙로 94","202601~202701","신규","-","","","아파트"
"1600","충청남도 천안시 동남구 신부동","859","0859","0000","우방","월세","84.9700","202601","31","2,000","80","3","1995","중앙로 265-36","202602~202702","신규","-","","","아파트"
"1601","충청남도 아산시 모종동","847","0847","0000","모종금호어울림아이퍼스트","전세","59.9666","202601","31","21,000","0","4","2022","삼동로16번길 52","202603~202803","신규","-","","","아파트"
"1602","충청남도 아산시 모종동","736","0736","0000","힐스테이트모종네오루체","전세","84.9876","202601","31","28,000","0","18","2023","못마루로 139","202603~202803","신규","-","","","아파트"
"1603","충청남도 천안시 동남구 신부동","978","0978","0000","힐스테이트천안신부","전세","84.9845","202601","31","31,000","0","6","2017","북일로 70","202603~202803","신규","-","","","아파트"
"1604","충청남도 천안시 동남구 신부동","986","0986","0000","신부 디 이스트","월세","84.9700","202601","31","3,000","120","17","2018","신부8길 21","202603~202803","신규","-","","","아파트"
"1605","충청남도 서산시 예천동","1734","1734","0000","서산푸르지오더센트럴","월세","84.9772","202601","31","7,000","100","11","2023","예천3로 72","202601~202901","신규","-","","","아파트"
"1606","충청남도 아산시 용화동","1623","1623","0000","용화지구신도브래뉴","전세","59.9660","202601","31","16,000","0","5","2009","용화고길 90","202604~202804","신규","-","","","아파트"
"1607","충청남도 천안시 동남구 신방동","1893","1893","0000","신방한라비발디","전세","84.9650","202601","31","18,000","0","7","2009","통정9로 75","202602~202802","갱신","사용","18,000","0","아파트"
"1608","충청남도 천안시 동남구 신방동","920","0920","0000","초원그린타운","월세","39.2700","202601","31","500","42","5","1998","신촌4로 16","202601~202801","신규","-","","","아파트"
"1609","충청남도 공주시 금흥동","259","0259","0000","새뜸현대4","전세","84.9500","202601","31","10,000","0","3","1999","신금1길 98","202602~202612","신규","-","","","아파트"
"1610","충청남도 천안시 동남구 다가동","582","0582","0000","천안극동스타클래스더퍼스트","월세","74.9463","202601","31","2,000","95","21","2025","풍세로 933","202602~202802","신규","-","","","아파트"
"1611","충청남도 천안시 동남구 안서동","304-1","0304","0001","동보스타빌","월세","24.1800","202601","31","200","40","3","1996","각원사길 59-5","202602~202702","신규","-","","","아파트"
"1612","충청남도 천안시 동남구 신방동","920","0920","0000","초원그린타운","월세","39.2700","202601","31","500","42","5","1998","신촌4로 16","-","-","-","","","아파트"
"1613","충청남도 천안시 동남구 신방동","920","0920","0000","초원그린타운","월세","39.2700","202601","31","500","39","11","1998","신촌4로 16","202602~202802","신규","-","","","아파트"
"1614","충청남도 당진시 읍내동","1687","1687","0000","당진아이파크","전세","59.9800","202601","31","22,000","0","2","2022","당진중앙2로 290","202603~202803","신규","-","","","아파트"
"1615","충청남도 천안시 서북구 불당동","1492","1492","0000","불당파크푸르지오1단지","전세","99.9987","202601","31","51,000","0","9","2018","불당26로 144","202603~202803","신규","-","","","아파트"
"1616","충청남도 천안시 서북구 불당동","750","0750","0000","동일하이빌","전세","84.9900","202601","31","27,300","0","2","2004","시청로 73","202603~202803","신규","-","","","아파트"
"1617","충청남도 천안시 서북구 불당동","757","0757","0000","불당아이파크","전세","84.9500","202601","31","31,000","0","10","2004","불당17길 14","202602~202802","갱신","-","30,000","0","아파트"
"1618","충청남도 당진시 수청동","1551","1551","0000","호반써밋시그니처Ⅰ","월세","84.8451","202601","31","5,000","95","3","2022","수청3로 20","202603~202803","신규","-","","","아파트"
"1619","충청남도 천안시 서북구 불당동","1426","1426","0000","불당풍림아이원아파트","전세","45.7798","202601","31","16,500","0","4","2016","불당14로 11","202603~202803","신규","-","","","아파트"
"1620","충청남도 천안시 서북구 불당동","1613","1613","0000","천안불당호반써밋플레이스","월세","84.7392","202601","31","5,000","150","3","2017","불당21로 40","202602~202802","갱신","사용","5,000","150","아파트"
"1621","충청남도 아산시 온천동","79-14","0079","0014","갤러리휴리움","월세","18.6400","202601","31","300","33","9","2018","온천대로 1532-5","202602~202702","신규","-","","","아파트"
